ma_number	concept_id	concept_name	concept_code	mapping_type	comment	suggestion	last_updated_date
EU/1/17/1196/001	1594604	1.14 ML sarilumab 132 MG/ML Prefilled Syringe [Kevzara]	1923338	EXACT			2025-12-30
EU/1/17/1196/002	1594604	1.14 ML sarilumab 132 MG/ML Prefilled Syringe [Kevzara]	1923338	EXACT			2025-12-30
EU/1/17/1196/003	1594613	1.14 ML sarilumab 175 MG/ML Prefilled Syringe [Kevzara]	1923347	EXACT			2025-12-30
EU/1/17/1196/004	1594613	1.14 ML sarilumab 175 MG/ML Prefilled Syringe [Kevzara]	1923347	EXACT			2025-12-30
EU/1/17/1196/005	42544069	1.14 ML sarilumab 132 MG/ML Auto-Injector [Kevzara]	2003757	EXACT			2025-12-30
EU/1/17/1196/006	42544069	1.14 ML sarilumab 132 MG/ML Auto-Injector [Kevzara]	2003757	EXACT			2025-12-30
EU/1/17/1196/007	42544071	1.14 ML sarilumab 175 MG/ML Auto-Injector [Kevzara]	2003767	EXACT			2025-12-30
EU/1/17/1196/008	42544071	1.14 ML sarilumab 175 MG/ML Auto-Injector [Kevzara]	2003767	EXACT			2025-12-30
EU/1/17/1196/009	1594604	1.14 ML sarilumab 132 MG/ML Prefilled Syringe [Kevzara]	1923338	EXACT			2025-12-30
EU/1/17/1196/010	1594613	1.14 ML sarilumab 175 MG/ML Prefilled Syringe [Kevzara]	1923347	EXACT			2025-12-30
EU/1/17/1196/011	42544069	1.14 ML sarilumab 132 MG/ML Auto-Injector [Kevzara]	2003757	EXACT			2025-12-30
EU/1/17/1196/012	42544071	1.14 ML sarilumab 175 MG/ML Auto-Injector [Kevzara]	2003767	EXACT			2025-12-30
EU/1/17/1196/013	1594613	1.14 ML sarilumab 175 MG/ML Prefilled Syringe [Kevzara]	1923347	NARROW	The 1.54 ML in doc is for overfill see SmPC Section 6.6 - Special Precautions for Disposal and Other Handling (Page 37)	1.14 ML sarilumab 175 MG/ML Injection [Kevzara]	2025-12-30
