cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
660903	69771	FERINJECT 50 mg/ml DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 2 ml	50 mg/ml inyectable 10 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC - Hierro, preparados parenterales	VIFOR FRANCE	2008-04-23	1	2012-01-02	Autorizado	2008-04-23	1	0	0	0
660904	69771	FERINJECT 50 mg/ml DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 10 ml	50 mg/ml inyectable 10 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC - Hierro, preparados parenterales	VIFOR FRANCE	2008-04-23	1	2012-01-02	Autorizado	2008-04-23	1	0	0	0
701387	69771	FERINJECT 50 mg/ml DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 20 ml	50 mg/ml inyectable 20 ml	Vial	1	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC - Hierro, preparados parenterales	VIFOR FRANCE	2008-04-23	1	2015-03-18	Autorizado	2008-04-23	1	0	0	0
759460	88349	CARBOXIMALTOSA FERRICA SANDOZ 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION EFG	Hierro carboximaltosa 50 mg/ml inyectable 2 ml	50 mg/ml inyectable 2 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	1	B03AC - Hierro, preparados parenterales	SANDOZ FARMACEUTICA S.A.	2023-05-03	1	2025-02-14	Autorizado	2023-05-03	1	0	0	0
762702	88349	CARBOXIMALTOSA FERRICA SANDOZ 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION EFG	Hierro carboximaltosa 50 mg/ml inyectable 10 ml	50 mg/ml inyectable 10 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	1	B03AC - Hierro, preparados parenterales	SANDOZ FARMACEUTICA S.A.	2023-05-03	1	2025-02-14	Autorizado	2023-05-03	1	0	0	0
762703	88349	CARBOXIMALTOSA FERRICA SANDOZ 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION EFG	Hierro carboximaltosa 50 mg/ml inyectable 20 ml	50 mg/ml inyectable 20 ml	Vial	1	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	SOLUCIÓN INYECTABLE Y PARA PERFUSIÓN	1	B03AC - Hierro, preparados parenterales	SANDOZ FARMACEUTICA S.A.	2023-05-03	1	2024-03-14	Autorizado	2023-05-03	1	0	0	0
764511	89432	CARBOXIMALTOSA FERRICA TEVA 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 10 ml	50 mg/ml inyectable 10 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC92 - Hierro carboximaltosa	TEVA B.V.	2024-05-27	1	2025-02-14	Autorizado	2024-05-27	1	0	0	0
765460	89432	CARBOXIMALTOSA FERRICA TEVA 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 20 ml	50 mg/ml inyectable 20 ml	Vial	1	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC92 - Hierro carboximaltosa	TEVA B.V.	2024-05-27	1	2025-02-14	Autorizado	2024-05-27	1	0	0	0
767095	90188	CARBOXIMALTOSA FERRICA VIATRIS 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 2 ml	50 mg/ml inyectable 2 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC - Hierro, preparados parenterales	VIATRIS LIMITED	2025-05-06	1	2025-12-12	Autorizado	2025-05-06	1	0	0	0
767098	90188	CARBOXIMALTOSA FERRICA VIATRIS 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 10 ml	50 mg/ml inyectable 10 ml	Vial	5	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC - Hierro, preparados parenterales	VIATRIS LIMITED	2025-05-06	1	2025-12-12	Autorizado	2025-05-06	1	0	0	0
767099	90188	CARBOXIMALTOSA FERRICA VIATRIS 50 MG/ML DISPERSION INYECTABLE Y PARA PERFUSION	Hierro carboximaltosa 50 mg/ml inyectable 20 ml	50 mg/ml inyectable 20 ml	Vial	1	vial para inyección	HIERRO CARBOXIMALTOSA 50 mg	VÍA INTRAVENOSA	DISPERSION INYECTABLE Y PARA PERFUSION	1	B03AC - Hierro, preparados parenterales	VIATRIS LIMITED	2025-05-06	1	2025-12-12	Autorizado	2025-05-06	1	0	0	0
