cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
600635	61645	CARBON ULTRA ADSORBENTE LAINCO 125 mg/ml GRANULADO PARA SUSPENSIÓN ORAL	Carbón activado 125 mg/ml solución/suspensión oral	125 mg/ml	Botella	10	envase uso oral unidosis	CARBON ADSORBENTE 125 mg	VÍA ORAL	GRANULADO PARA SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	1998-01-01	1	2011-05-27	Autorizado	1998-01-01	1	0	0	0
604975	61645	CARBON ULTRA ADSORBENTE LAINCO 125 mg/ml GRANULADO PARA SUSPENSIÓN ORAL	Carbón activado 125 mg/ml solución/suspensión oral	125 mg/ml	Botella	10	envase uso oral unidosis	CARBON ADSORBENTE 125 mg	VÍA ORAL	GRANULADO PARA SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	1998-01-01	1	2011-05-27	Autorizado	1998-01-01	1	0	0	0
605740	75265	CARBOLIQ 200 mg/ ml SUSPENSION ORAL	Carbón activado 200 mg/ml solución/suspensión oral	200 mg/ml	Frasco	1250	ml	CARBON ACTIVO 200 mg	VÍA ORAL	SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	2012-01-10	1	2012-06-19	Autorizado	2012-01-10	1	0	0	0
605742	75265	CARBOLIQ 200 mg/ ml SUSPENSION ORAL	Carbón activado 200 mg/ml solución/suspensión oral	200 mg/ml	Frasco	2500	ml	CARBON ACTIVO 200 mg	VÍA ORAL	SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	2012-01-10	1	2012-06-19	Autorizado	2012-01-10	1	0	0	0
656920	61645	CARBON ULTRA ADSORBENTE LAINCO 125 mg/ml GRANULADO PARA SUSPENSIÓN ORAL	Carbón activado 125 mg/ml solución/suspensión oral	125 mg/ml	Botella	1	envase uso oral unidosis	CARBON ADSORBENTE 125 mg	VÍA ORAL	GRANULADO PARA SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	1998-01-01	1	2011-05-27	Autorizado	1998-01-01	1	0	0	0
656921	61645	CARBON ULTRA ADSORBENTE LAINCO 125 mg/ml GRANULADO PARA SUSPENSIÓN ORAL	Carbón activado 125 mg/ml solución/suspensión oral	125 mg/ml	Botella	1	envase uso oral unidosis	CARBON ADSORBENTE 125 mg	VÍA ORAL	GRANULADO PARA SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	1998-01-01	1	2011-05-27	Autorizado	1998-01-01	1	0	0	0
686986	75265	CARBOLIQ 200 mg/ ml SUSPENSION ORAL	Carbón activado 200 mg/ml solución/suspensión oral	200 mg/ml	Frasco	125	ml	CARBON ACTIVO 200 mg	VÍA ORAL	SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	2012-01-10	1	2012-06-19	Autorizado	2012-01-10	1	0	0	0
686987	75265	CARBOLIQ 200 mg/ ml SUSPENSION ORAL	Carbón activado 200 mg/ml solución/suspensión oral	200 mg/ml	Frasco	250	ml	CARBON ACTIVO 200 mg	VÍA ORAL	SUSPENSIÓN ORAL	1	A07BA01 - Carbon medicinal	LAINCO S.A.	2012-01-10	1	2012-06-19	Autorizado	2012-01-10	1	0	0	0
730247	60618	CARBÓN VEGETAL ARKOPHARMA CÁPSULAS DURAS	Carbón activado 225 mg cápsula	225 mg	Frasco	45	cápsula	CARBON ADSORBENTE 225 mg	VÍA ORAL	CÁPSULA DURA	1	A07BA01 - Carbon medicinal	ARKOPHARMA LABORATORIOS S.A.U.	1995-02-01	1	2021-04-12	Autorizado	1995-02-01	0	0	0	0
835975	59095	ULTRA ADSORB 200 mg CAPSULAS DURAS	Carbón activado 200 mg cápsula	200 mg	Blister	30	cápsula	CARBON ADSORBENTE 200 mg	VÍA ORAL	CÁPSULA DURA	1	A07BA01 - Carbon medicinal	LAINCO S.A.	1991-06-01	1	2011-05-27	Autorizado	1991-06-01	0	0	0	0
