cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	atc	laboratorio_titular	sw_base_a_plantas	biosimilar	radiofarmaco
684107	74718	GAVISCON COMPRIMIDOS MASTICABLES SABOR MENTA	Calcio carbonato/Sodio alginato/Sodio bicarbonato 80 mg/250 mg/133,5 mg comprimido masticable	80 mg/250 mg/133,5 mg	Blister	32	comprimido	CALCIO CARBONATO 80 mg|ALGINATO SODIO 250 mg|SODIO BICARBONATO 133,5 mg	VÍA ORAL	COMPRIMIDO MASTICABLE	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
684108	74718	GAVISCON COMPRIMIDOS MASTICABLES SABOR MENTA	Calcio carbonato/Sodio alginato/Sodio bicarbonato 80 mg/250 mg/133,5 mg comprimido masticable	80 mg/250 mg/133,5 mg	Blister	48	comprimido	CALCIO CARBONATO 80 mg|ALGINATO SODIO 250 mg|SODIO BICARBONATO 133,5 mg	VÍA ORAL	COMPRIMIDO MASTICABLE	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
684176	74728	GAVISCON SUSPENSION ORAL EN SOBRES SABOR MENTA	Calcio carbonato/Sodio alginato/Sodio bicarbonato 160 mg/500 mg/267 mg solución/suspensión oral sobre	16 mg/ml + 50 mg/ml + 26,7 mg/ml	Sobre	12	sobre	CALCIO CARBONATO 160 mg|ALGINATO SODIO 500 mg|SODIO BICARBONATO 267 mg	VÍA ORAL	SUSPENSIÓN ORAL	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
684177	74728	GAVISCON SUSPENSION ORAL EN SOBRES SABOR MENTA	Calcio carbonato/Sodio alginato/Sodio bicarbonato 160 mg/500 mg/267 mg solución/suspensión oral sobre	16 mg/ml + 50 mg/ml + 26,7 mg/ml	Sobre	24	sobre	CALCIO CARBONATO 160 mg|ALGINATO SODIO 500 mg|SODIO BICARBONATO 267 mg	VÍA ORAL	SUSPENSIÓN ORAL	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
703487	79018	GAVISCON FORTE SUSPENSION ORAL EN SOBRES	Calcio carbonato/Sodio alginato/Sodio bicarbonato 325 mg/500 mg/213 mg solución/suspensión oral sobre	325 mg/500 mg/213 mg	Sobre	12	sobre	CALCIO CARBONATO 325 mg|ALGINATO SODIO 500 mg|SODIO BICARBONATO 213 mg	VÍA ORAL	SUSPENSIÓN ORAL	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
703489	79018	GAVISCON FORTE SUSPENSION ORAL EN SOBRES	Calcio carbonato/Sodio alginato/Sodio bicarbonato 325 mg/500 mg/213 mg solución/suspensión oral sobre	325 mg/500 mg/213 mg	Sobre	24	sobre	CALCIO CARBONATO 325 mg|ALGINATO SODIO 500 mg|SODIO BICARBONATO 213 mg	VÍA ORAL	SUSPENSIÓN ORAL	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
703493	79019	GAVISCON FORTE COMPRIMIDOS MASTICABLES	Calcio carbonato/Sodio alginato/Sodio bicarbonato 187,5 mg/250 mg/106,5 mg comprimido masticable	187,5 mg/250 mg/106,5 mg	Blister	32	comprimido	CALCIO CARBONATO 187,5 mg|ALGINATO SODIO 250 mg|SODIO BICARBONATO 106,5 mg	VÍA ORAL	COMPRIMIDO MASTICABLE	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
703494	79019	GAVISCON FORTE COMPRIMIDOS MASTICABLES	Calcio carbonato/Sodio alginato/Sodio bicarbonato 187,5 mg/250 mg/106,5 mg comprimido masticable	187,5 mg/250 mg/106,5 mg	Blister	48	comprimido	CALCIO CARBONATO 187,5 mg|ALGINATO SODIO 250 mg|SODIO BICARBONATO 106,5 mg	VÍA ORAL	COMPRIMIDO MASTICABLE	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
705659	79613	GAVISCON COMPRIMIDOS MASTICABLES SABOR FRESA	Calcio carbonato/Sodio alginato/Sodio bicarbonato 80 mg/250 mg/133,5 mg comprimido masticable	80 mg/250 mg/133,5 mg	Blister	32	comprimido	CALCIO CARBONATO 80 mg|ALGINATO SODIO 250 mg|SODIO BICARBONATO 133,5 mg	VÍA ORAL	COMPRIMIDO MASTICABLE	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
705660	79613	GAVISCON COMPRIMIDOS MASTICABLES SABOR FRESA	Calcio carbonato/Sodio alginato/Sodio bicarbonato 80 mg/250 mg/133,5 mg comprimido masticable	80 mg/250 mg/133,5 mg	Blister	48	comprimido	CALCIO CARBONATO 80 mg|SODIO BICARBONATO 250 mg|ALGINATO SODIO 133,5 mg	VÍA ORAL	COMPRIMIDO MASTICABLE	A02BX - Otros agentes contra la ulcera peptica y el reflujo gastroesofagico (RGE/GORD)	RECKITT BENCKISER HEALTHCARE S.A.	0	0	0
