cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
602668	69158	SOMATOSTATINA NORMON 0,25 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 0,25 mg inyectable perfusión	0,25 mg	Vial	25	vial para inyección	SOMATOSTATINA ACETATO MONOHIDRATO 0.25 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	LABORATORIOS NORMON S.A.	2007-07-25	0	2022-10-14	Anulado	2022-10-14	1	0	0	0
602669	69159	SOMATOSTATINA NORMON 3 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 3 mg inyectable perfusión	3 mg	Vial	25	vial para inyección	SOMATOSTATINA ACETATO MONOHIDRATO 3 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	LABORATORIOS NORMON S.A.	2007-07-25	0	2017-01-23	Autorizado	2007-07-25	1	0	0	0
606525	63672	SOMATOSTATINA GP PHARM 3 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 3 mg inyectable perfusión	3 mg	Vial	25	vial para inyección	SOMATOSTATINA 3 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	GP PHARM S.A.	2001-02-14	1	2012-01-02	Autorizado	2001-02-14	1	0	0	0
623538	63321	SOMATOSTATINA ACCORD 0.25 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 0,25 mg inyectable perfusión	0,25 mg	Ampolla	25	ampolla para inyección	SOMATOSTATINA 0.25 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	ACCORD HEALTHCARE S.L.U.	2000-08-28	0	2025-11-03	Anulado	2025-11-03	1	0	0	0
623546	63320	SOMATOSTATINA ACCORD 3 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 3 mg inyectable perfusión	3 mg	Ampolla	25	ampolla para inyección	SOMATOSTATINA 3 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	ACCORD HEALTHCARE S.L.U.	2000-08-28	0	2024-07-22	Anulado	2024-07-22	1	0	0	0
659655	69157	SOMATOSTATINA NORMON 6 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 6 mg inyectable perfusión	6 mg	Vial	1	vial para inyección	SOMATOSTATINA ACETATO MONOHIDRATO 6 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	LABORATORIOS NORMON S.A.	2007-05-25	1	2011-10-20	Autorizado	2007-07-25	1	0	0	0
659657	69158	SOMATOSTATINA NORMON 0,25 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 0,25 mg inyectable perfusión	0,25 mg	Vial	1	vial para inyección	SOMATOSTATINA ACETATO MONOHIDRATO 0.25 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	LABORATORIOS NORMON S.A.	2007-07-25	0	2022-10-14	Anulado	2022-10-14	1	0	0	0
659658	69159	SOMATOSTATINA NORMON 3 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 3 mg inyectable perfusión	3 mg	Vial	1	vial para inyección	SOMATOSTATINA ACETATO MONOHIDRATO 3 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	LABORATORIOS NORMON S.A.	2007-07-25	1	2017-01-23	Autorizado	2007-07-25	1	0	0	0
676072	61301	SOMATOSTATINA EUMEDICA 6 mg 1 VIAL POLVO LIOFILIZADO + 1 AMPOLLA DE DISOLVENTE DE 1 ml	Somatostatina 6 mg inyectable perfusión	6 mg	Vial	1	vial para inyección	SOMATOSTATINA 6 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	EUMEDICA.	1996-12-01	0	2020-03-10	Anulado	2020-03-10	1	0	0	0
695163	60163	SOMATOSTATINA EUMEDICA 250 mcg 1 VIAL POLVO LIOFILIZADO + 1 AMPOLLA DE DISOLVENTE DE 1 ml	Somatostatina 0,25 mg inyectable perfusión	250 microgramos	Vial	1	vial para inyección	SOMATOSTATINA 250 microgramos	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	EUMEDICA.	1993-12-01	0	2022-10-14	Anulado	2022-10-14	1	0	0	0
708776	63672	SOMATOSTATINA GP PHARM 3 mg POLVO Y DISOLVENTE PARA SOLUCION PARA PERFUSION EFG	Somatostatina 3 mg inyectable perfusión	3 mg	Vial	1	vial para inyección	SOMATOSTATINA 3 mg	VÍA INTRAVENOSA	POLVO Y DISOLVENTE PARA SOLUCIÓN PARA PERFUSIÓN	1	H01CB01 - Somatostatina	GP PHARM S.A.	2001-02-14	0	2019-02-01	Autorizado	2001-02-14	1	0	0	0
