cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
606290	78125	ACIDO ZOLEDRONICO ALTAN 5 MG/100 ML SOLUCION PARA PERFUSION EFG	Ácido zoledrónico 5 mg inyectable perfusión 100 ml	5 mg inyectable 100 ml	Bolsa	5	bolsa perfusión	ACIDO ZOLEDRONICO MONOHIDRATO 0,05 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	ALTAN PHARMACEUTICALS SA	2013-10-28	1	2025-06-10	Autorizado	2013-10-28	1	0	0	0
606291	78126	ACIDO ZOLEDRONICO ALTAN 4 MG/100 ML SOLUCION PARA PERFUSION EFG	Ácido zoledrónico 4 mg inyectable perfusión 100 ml	4 mg inyectable 100 ml	Bolsa	5	bolsa perfusión	ACIDO ZOLEDRONICO MONOHIDRATO 0,04 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	ALTAN PHARMACEUTICALS SA	2013-10-28	1	2020-01-07	Autorizado	2013-10-28	1	0	0	0
651212	05308001	ACLASTA  5 mg SOLUCION PARA PERFUSION	Ácido zoledrónico 5 mg inyectable perfusión 100 ml	5 mg	Frasco	1	frasco perfusión	ACIDO ZOLEDRONICO 0.05 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	SANDOZ PHARMACEUTICALS D.D.	2005-06-09	0	2014-07-24	Suspenso	2014-07-24	1	0	0	0
684173	01176007	ZOMETA 4 mg/100 ml SOLUCION PARA PERFUSION	Ácido zoledrónico 4 mg inyectable perfusión 100 ml	4 mg inyectable 100 ml	Frasco	1	frasco perfusión	ACIDO ZOLEDRONICO MONOHIDRATO 0.04 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	NOVARTIS EUROPHARM LIMITED	2011-09-22	0	2014-07-24	Suspenso	2014-07-24	1	0	0	0
692443	76294	ACIDO ZOLEDRONICO ALTAN 4 MG/ 5ML CONCENTRADO PARA SOLUCION PARA PERFUSION EFG	Ácido zoledrónico 4 mg inyectable perfusión 5 ml	0,8 mg/ml inyectable 5 ml	Vial	1	vial para inyección	ACIDO ZOLEDRONICO 0.8 mg	VÍA INTRAVENOSA	CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	ALTAN PHARMACEUTICALS SA	2012-08-02	1	2013-04-08	Autorizado	2013-04-07	1	0	0	0
693266	76505	ACIDO ZOLEDRONICO  SANDOZ 4 MG/100ML SOLUCION PARA PERFUSION	Ácido zoledrónico 4 mg inyectable perfusión 100 ml	4 mg inyectable 100 ml	Frasco	1	frasco perfusión	ACIDO ZOLEDRONICO 0.04 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	SANDOZ FARMACEUTICA S.A.	2012-09-24	0	2016-08-16	Anulado	2016-08-16	1	0	0	0
693608	11275901	Acido zoledronico Actavis 4 mg/5 ml concentrado para solucion para perfusion EFG	Ácido zoledrónico 4 mg inyectable perfusión 5 ml	0,8 mg/ml inyectable 5 ml	Vial	1	vial para inyección	ACIDO ZOLEDRONICO MONOHIDRATO 0.8 mg	VÍA INTRAVENOSA	CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	ACTAVIS GROUP PTC EHF.	2012-10-08	0	2021-08-03	Autorizado	2012-10-08	1	0	0	0
694124	76675	STEOZOL 4 mg/5 ml CONCENTRADO PARA SOLUCION PARA PERFUSION EN JERINGA PRECARGADA	Ácido zoledrónico 4 mg inyectable perfusión 5 ml jeringa precargada	4 mg	Jeringa precargada	1	jeringa precargada	ACIDO ZOLEDRONICO 0.8 mg	VÍA INTRAVENOSA	CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	CHEMI S.P.A.	2013-01-25	0	2020-08-03	Anulado	2020-08-03	1	0	0	0
694266	12771004	ACIDO ZOLEDRONICO TEVA 4 MG/5 ML CONCENTRADO PARA SOLUCION PARA PERFUSION EFG	Ácido zoledrónico 4 mg inyectable perfusión 5 ml	0,8 mg/ml inyectable 5 ml	Vial	1	vial para inyección	ACIDO ZOLEDRONICO MONOHIDRATO 0.8 mg	VÍA INTRAVENOSA	CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	TEVA B.V.	2012-10-29	0	2020-11-07	Autorizado	2012-10-29	1	0	0	0
695770	112800003	Acido zoledronico Hospira 4 mg/100 ml solucion para perfusion EFG	Ácido zoledrónico 4 mg inyectable perfusión 100 ml	4 mg inyectable 100 ml	Bolsa	1	bolsa perfusión	ACIDO ZOLEDRONICO MONOHIDRATO 0.04 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	1	M05BA08 - Acido zoledronico	PFIZER EUROPE MA EEIG	2013-01-04	0	2024-10-21	Anulado	2024-10-21	1	0	0	0
