cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
662133	08494001	STELARA 45 mg SOLUCION INYECTABLE	Ustekinumab 45 mg inyectable 0,5 ml	45 mg	Vial	1	vial para inyección	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE	1	L04AC05 - Ustekinumab	JANSSEN-CILAG INTERNATIONAL N.V	2009-02-04	1	2015-11-10	Autorizado	2009-02-04	1	0	0	0
665779	08494003	STELARA 45 mg SOLUCION INYECTABLE EN JERINGA PRECARGADA	Ustekinumab 45 mg inyectable 0,5 ml jeringa precargada	45 mg inyectable 0,5 ml	Jeringa precargada	1	jeringa precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	1	L04AC05 - Ustekinumab	JANSSEN-CILAG INTERNATIONAL N.V	2010-03-23	1	2012-01-02	Autorizado	2010-03-23	1	0	0	0
713432	108494004	STELARA 90 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Ustekinumab 90 mg inyectable 1 ml jeringa precargada	90 mg inyectable 1 ml	Jeringa precargada	1	jeringa precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	1	L04AC05 - Ustekinumab	JANSSEN-CILAG INTERNATIONAL N.V	2016-10-31	1	2017-06-05	Autorizado	2016-11-01	1	0	0	0
713947	108494005	STELARA 130 MG CONCENTRADO PARA SOLUCION PARA PERFUSION	Ustekinumab 130 mg inyectable perfusión 26 ml	130 mg inyectable 26 ml	Vial	1	vial para inyección	USTEKINUMAB 5 mg	VÍA INTRAVENOSA	CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN	1	L04AC05 - Ustekinumab	JANSSEN-CILAG INTERNATIONAL N.V	2016-12-13	1	2017-06-05	Autorizado	2016-12-14	1	0	0	0
762981	1080494006	STELARA 45 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA	Ustekinumab 45 mg inyectable 0,5 ml pluma precargada	45 mg inyectable 0,5 ml	Pluma precargada	1	pluma precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN PLUMA PRECARGADA	1	L04AC05 - Ustekinumab	JANSSEN-CILAG INTERNATIONAL N.V	2023-06-27	1	2023-09-11	Autorizado	2023-06-28	1	0	0	0
762982	1080494007	STELARA 90 MG SOLUCION INYECTABLE EN PLUMA PRECARGADA	Ustekinumab 90 mg inyectable 1 ml pluma precargada	90 mg inyectable 1 ml	Pluma precargada	1	pluma precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN PLUMA PRECARGADA	1	L04AC05 - Ustekinumab	JANSSEN-CILAG INTERNATIONAL N.V	2023-06-27	1	2023-09-11	Autorizado	2023-06-28	1	0	0	0
764023	1231784001	UZPRUVO 45 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Ustekinumab 45 mg inyectable 0,5 ml jeringa precargada	45 mg inyectable 0,5 ml	Jeringa precargada	1	jeringa precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	1	L04AC05 - Ustekinumab	STADA ARZNEIMITTEL AG	2024-01-11	1	2024-06-11	Autorizado	2024-01-12	1	0	1	0
764024	1231784004	UZPRUVO 90 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Ustekinumab 90 mg inyectable 1 ml jeringa precargada	90 mg inyecatble 1 ml	Jeringa precargada	1	jeringa precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	1	L04AC05 - Ustekinumab	STADA ARZNEIMITTEL AG	2024-01-11	1	2024-06-11	Autorizado	2024-01-12	1	0	1	0
764827	1241801003	PYZCHIVA 130 MG CONCENTRADO PARA SOLUCION PARA PERFUSION	Ustekinumab 130 mg inyectable perfusión 26 ml	130 mg inyectable 26 ml	Vial	1	vial para inyección	USTEKINUMAB 5 mg	VÍA INTRAVENOSA	CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN	1	L04AC05 - Ustekinumab	SAMSUNG BIOEPIS NL B.V.	2024-04-30	1	2024-07-12	Autorizado	2024-05-01	1	0	1	0
764828	1241801002	PYZCHIVA 90 MG SOLUCION INYECTABLE EN JERINGA PRECARGADA	Ustekinumab 90 mg inyectable 1 ml jeringa precargada	90 mg inyectable 1 ml	Jeringa precargada	1	jeringa precargada	USTEKINUMAB 90 mg	VÍA SUBCUTÁNEA	SOLUCIÓN INYECTABLE EN JERINGA PRECARGADA	1	L04AC05 - Ustekinumab	SAMSUNG BIOEPIS NL B.V.	2024-04-30	1	2024-07-12	Autorizado	2024-05-01	1	0	1	0
