cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
600415	67290	GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION	Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 50 ml	5% + 0,9%	Frasco	30	frasco perfusión	GLUCOSA 50 mg|SODIO CLORURO 9 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	TECSOLPAR S.A.	2005-11-29	0	2025-07-15	Anulado	2025-07-15	1	0	0	0
600416	67290	GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION	Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 250 ml	5% + 0,9%	Frasco	24	frasco perfusión	GLUCOSA 50 mg|SODIO CLORURO 9 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	TECSOLPAR S.A.	2005-11-29	0	2025-07-15	Anulado	2025-07-15	1	0	0	0
600417	67290	GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION	Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 500 ml	5% + 0,9%	Frasco	20	frasco perfusión	GLUCOSA 50 mg|SODIO CLORURO 9 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	TECSOLPAR S.A.	2005-11-29	0	2025-07-15	Anulado	2025-07-15	1	0	0	0
600418	67290	GLUCOSALINO HIPERTONICO TECSOLPAR SOLUCION PARA PERFUSION	Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 1.000 ml	5% + 0,9%	Frasco	10	frasco perfusión	GLUCOSA 50 mg|SODIO CLORURO 9 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	TECSOLPAR S.A.	2005-11-29	0	2025-07-15	Anulado	2025-07-15	1	0	0	0
600530	67677	GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION	Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 500 ml	5% + 0,9%	Frasco	10	frasco perfusión	GLUCOSA MONOHIDRATO 50 mg|SODIO CLORURO 9 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	LAPHYSAN S.A.U.	2006-04-03	0	2024-12-17	Autorizado	2006-04-03	1	0	0	0
602437	45449	FREEFLEX GLUCOSALINA SOLUCION PARA PERFUSION	Glucosa 3,5%/Sodio cloruro 0,35% inyectable perfusión 500 ml	3,5% + 0,35%	Bolsa	20	bolsa perfusión	GLUCOSA MONOHIDRATO 35 mg|SODIO CLORURO 3.5 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB92 - Suero glucosalino	FRESENIUS KABI ESPAÑA, S.A.U.	1968-02-01	1	2013-10-14	Autorizado	1968-02-01	1	0	0	0
602438	45449	FREEFLEX GLUCOSALINA SOLUCION PARA PERFUSION	Glucosa 3,5%/Sodio cloruro 0,35% inyectable perfusión 1.000 ml	3,5% + 0,35%	Bolsa	10	bolsa perfusión	GLUCOSA MONOHIDRATO 35 mg|SODIO CLORURO 3.5 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB92 - Suero glucosalino	FRESENIUS KABI ESPAÑA, S.A.U.	1968-02-01	1	2013-10-14	Autorizado	1968-02-01	1	0	0	0
606470	78821	GLUCOSALINO  SERRACLINICS 3,3/0,3% SOLUCION PARA PERFUSION EFG	Glucosa 3,3%/Sodio cloruro 0,3% inyectable perfusión 500 ml	3,3% + 0,3%	Frasco	10	frasco perfusión	GLUCOSA MONOHIDRATO 33 mg|SODIO CLORURO 3 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	LABORATORIOS SERRA PAMIES S.A.	2014-06-11	0	2019-07-01	Anulado	2019-07-01	1	0	0	0
606471	78821	GLUCOSALINO  SERRACLINICS 3,3/0,3% SOLUCION PARA PERFUSION EFG	Glucosa 3,3%/Sodio cloruro 0,3% inyectable perfusión 250 ml	3,3% + 0,3%	Frasco	20	frasco perfusión	GLUCOSA MONOHIDRATO 33 mg|SODIO CLORURO 3 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	LABORATORIOS SERRA PAMIES S.A.	2014-06-11	0	2019-07-01	Anulado	2019-07-01	1	0	0	0
606472	78821	GLUCOSALINO  SERRACLINICS 3,3/0,3% SOLUCION PARA PERFUSION EFG	Glucosa 3,3%/Sodio cloruro 0,3% inyectable perfusión 100 ml	3,3% + 0,3%	Frasco	50	frasco perfusión	GLUCOSA MONOHIDRATO 33 mg|SODIO CLORURO 3 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	LABORATORIOS SERRA PAMIES S.A.	2014-06-11	0	2019-07-01	Anulado	2019-07-01	1	0	0	0
606473	78821	GLUCOSALINO  SERRACLINICS 3,3/0,3% SOLUCION PARA PERFUSION EFG	Glucosa 3,3%/Sodio cloruro 0,3% inyectable perfusión 1.000 ml	3,3% + 0,3%	Frasco	10	frasco perfusión	GLUCOSA MONOHIDRATO 33 mg|SODIO CLORURO 3 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	LABORATORIOS SERRA PAMIES S.A.	2014-06-11	0	2019-07-01	Anulado	2019-07-01	1	0	0	0
607640	67677	GLUCOSALINO HIPERTONICO PHYSAN SOLUCION PARA PERFUSION	Glucosa 5%/Sodio cloruro 0,9% inyectable perfusión 500 ml	5% + 0,9%	Frasco	20	frasco perfusión	GLUCOSA MONOHIDRATO 50 mg|SODIO CLORURO 9 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB02 - Electrolitos con carbohidratos	LAPHYSAN S.A.U.	2006-04-03	1	2023-12-19	Autorizado	2006-04-03	1	0	0	0
607752	60418	GLUCOSA 5% Y CLORURO SÓDICO 0,33% BAXTER SOLUCIÓN PARA PERFUSIÓN	Glucosa 5%/Sodio cloruro 0,3% inyectable perfusión 1.000 ml	5% + 0,3%	Bolsa	12	bolsa perfusión	GLUCOSA MONOHIDRATO 50 mg|SODIO CLORURO 3 mg	VÍA INTRAVENOSA	SOLUCIÓN PARA PERFUSIÓN	2	B05BB92 - Suero glucosalino	BAXTER S.L.	1994-11-01	1	2025-10-07	Autorizado	1994-11-01	1	0	0	0
