cod_nacion	nro_definitivo	des_nomco	des_dcp	des_dosific	envase	contenido	unidad_contenido	principios_activos	vias_administracion	forma_farmaceutica	nro_pactiv	atc	laboratorio_titular	fecha_autorizacion	sw_comercializado	fec_comer	situacion_registro	fecha_situacion_registro	sw_receta	sw_base_a_plantas	biosimilar	radiofarmaco
660235	07422003	TASIGNA 200 MG CAPSULAS DURAS	Nilotinib 200 mg cápsula	200 mg	Blister	112	cápsula	NILOTINIB 200 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	NOVARTIS EUROPHARM LIMITED	2007-12-18	0	2024-10-04	Autorizado	2007-12-18	1	0	0	0
665944	07422006	TASIGNA 150 MG CAPSULAS DURAS	Nilotinib 150 mg cápsula	150 mg	Blister	112	cápsula	NILOTINIB 150 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	NOVARTIS EUROPHARM LIMITED	2011-01-24	1	2011-07-07	Autorizado	2011-01-24	1	0	0	0
763401	07422003	TASIGNA 200 MG CAPSULAS DURAS	Nilotinib 200 mg cápsula	200 mg	Blister	112	cápsula	NILOTINIB 200 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	NOVARTIS EUROPHARM LIMITED	2007-12-18	1	2024-08-02	Autorizado	2007-12-18	1	0	0	0
765356	89703	NILOTINIB STADA 200 MG CAPSULAS DURAS EFG	Nilotinib 200 mg cápsula	200 mg	Blister	112	cápsula	NILOTINIB HIDROCLORURO DIHIDRATO 200 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	LABORATORIO STADA S.L.	2024-08-16	1	2024-12-20	Autorizado	2024-08-16	1	0	0	0
765487	89745	NILOTINIB TEVA 150 MG CAPSULAS DURAS EFG	Nilotinib 150 mg cápsula	150 mg	Blister	112	cápsula	NILOTINIB HIDROCLORURO DIHIDRATO 150 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	TEVA GMBH	2024-08-22	1	2025-01-15	Autorizado	2024-08-22	1	0	0	0
765490	89746	NILOTINIB TEVA 200 MG CAPSULAS DURAS EFG	Nilotinib 200 mg cápsula	200 mg	Blister	112	cápsula	NILOTINIB HIDROCLORURO DIHIDRATO 200 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	TEVA GMBH	2024-08-22	1	2025-01-15	Autorizado	2024-08-22	1	0	0	0
765595	89705	NILOTINIB STADA 150 MG CAPSULAS DURAS EFG	Nilotinib 150 mg cápsula	150 mg	Blister	112	cápsula	NILOTINIB HIDROCLORURO DIHIDRATO 150 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	LABORATORIO STADA S.L.	2024-08-16	1	2024-12-20	Autorizado	2024-08-16	1	0	0	0
765700	1241845022	NILOTINIB ACCORD 200 MG CAPSULAS DURAS EFG	Nilotinib 200 mg cápsula	200 mg	Blister	112	cápsula	NILOTINIB 200 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	ACCORD HEALTHCARE S.L.U.	2024-09-11	1	2025-01-13	Autorizado	2024-09-12	1	0	0	0
765701	1241845012	NILOTINIB ACCORD 150 MG CAPSULAS DURAS EFG	Nilotinib 150 mg cápsula	150 mg	Blister	112	cápsula	NILOTINIB 150 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	ACCORD HEALTHCARE S.L.U.	2024-09-11	1	2025-01-13	Autorizado	2024-09-12	1	0	0	0
765900	1241845004	NILOTINIB ACCORD 50 MG CAPSULAS DURAS EFG	Nilotinib 50 mg cápsula	50 mg	Blister	120	cápsula	NILOTINIB 50 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	ACCORD HEALTHCARE S.L.U.	2024-10-03	1	2025-01-13	Autorizado	2024-10-04	1	0	0	0
767508	90290	NILOTINIB ZENTIVA 200 MG CAPSULAS DURAS EFG	Nilotinib 200 mg cápsula	200 mg	Blister	112	cápsula	NILOTINIB 200 mg	VÍA ORAL	CÁPSULA DURA	1	L01EA03 - Nilotinib	ZENTIVA K.S.	2025-07-09	1	2026-01-14	Autorizado	2025-07-09	1	0	0	0
